total_score,chip_score,left_side_score,bollinger_score,granville_score,reasons,stock_id,market,price,kd_k,kd_d,bias_60,boll_bandwidth,boll_position,granville_signal,left_side_applicable,left_side_pullback_pct,left_side_typical_pullback_pct,name,industry
43.5,33.5,0.0,2.6,7.5,"['千張大戶持股比例近2週變化 +0.21 個百分點', '股東人數近2週變化 -2.73%（下降代表散戶籌碼流出、籌碼集中）', '近22個交易日三大法人合計賣超 2,369 張（約當期成交量 -0.9%）', '近25個交易日融資餘額變化 -1.54%（下降代表籌碼較乾淨）', '近期未出現「量增創高後拉回」型態，此項不適用', '布林剛開喇叭，但三大法人為賣超方向，屬於應避開的型態（準則h）（帶寬20.5%, 型態=wide, 位置=middle, 開喇叭=是）', '未明顯符合葛蘭碧買賣點規則']",3221,TPEx,60.6,75.04182505454477,77.87184379989924,8.986798154922862,0.20501991034430678,middle,neutral,False,13.876319758672695,24.68354430379747,台嘉碩,通信網路業
43.5,22.0,14.0,6.0,1.5,"['籌碼歷史快照不足（少於2週），大戶趨勢暫給中性分數，建議持續每週執行以累積歷史資料', '股東人數歷史快照不足，暫給中性分數', '近22個交易日三大法人合計賣超 39,616 張（約當期成交量 -30.7%）', '近25個交易日融資餘額變化 -4.41%（下降代表籌碼較乾淨）', '近120個交易日內量增創高36.00元（21日前），目前拉回21.0%，尚未拉回到季線附近，歷史慣性拉回幅度中位數約20.9%', '布林型態中性，無明顯訊號（帶寬10.6%, 型態=normal, 位置=middle, 開喇叭=否）', '月線準備往下，股價跌破月線 -> 葛蘭碧賣點④']",6016,TPEx,29.35,60.561647082948724,60.07809986602405,14.82577694066998,0.10627920124960673,middle,sell_breakdown,True,20.972222222222225,20.882352941176475,康和證,金融業
43.5,22.0,8.0,6.0,7.5,"['籌碼歷史快照不足（少於2週），大戶趨勢暫給中性分數，建議持續每週執行以累積歷史資料', '股東人數歷史快照不足，暫給中性分數', '近22個交易日三大法人合計買超 9 張（約當期成交量 0.0%）', '近25個交易日融資餘額變化 +13.87%（下降代表籌碼較乾淨）', '近120個交易日內量增創高214.50元（11日前），目前拉回14.9%，尚未拉回到季線附近，歷史慣性拉回幅度中位數約38.7%', '布林型態中性，無明顯訊號（帶寬30.5%, 型態=wide, 位置=middle, 開喇叭=否）', '未明顯符合葛蘭碧買賣點規則']",8255,TPEx,202.0,61.09048764648246,61.662587683754516,12.787763300200853,0.30543325173949704,middle,neutral,True,14.918414918414918,38.74458874458874,朋程,電機機械
43.0,17.5,12.0,6.0,7.5,"['籌碼歷史快照不足（少於2週），大戶趨勢暫給中性分數，建議持續每週執行以累積歷史資料', '股東人數歷史快照不足，暫給中性分數', '近22個交易日三大法人合計賣超 3,723 張（約當期成交量 -2.7%）', '近25個交易日融資餘額變化 +26.68%（下降代表籌碼較乾淨）', '近120個交易日內量增創高70.50元（15日前），目前拉回16.2%，尚未拉回到季線附近，歷史慣性拉回幅度中位數約17.0%', '布林型態中性，無明顯訊號（帶寬18.1%, 型態=normal, 位置=lower, 開喇叭=否）', '未明顯符合葛蘭碧買賣點規則']",4939,TPEx,63.0,74.89794271007284,76.72497605197808,18.502180560429107,0.1809789779523333,lower,neutral,True,16.170212765957444,17.00819672131147,亞電,電子零組件業
42.5,29.0,0.0,6.0,7.5,"['籌碼歷史快照不足（少於2週），大戶趨勢暫給中性分數，建議持續每週執行以累積歷史資料', '股東人數歷史快照不足，暫給中性分數', '近22個交易日三大法人合計買超 1,238 張（約當期成交量 1.5%）', '近25個交易日融資餘額變化 -5.23%（下降代表籌碼較乾淨）', '近期未出現「量增創高後拉回」型態，此項不適用', '布林型態中性，無明顯訊號（帶寬17.5%, 型態=normal, 位置=middle, 開喇叭=否）', '未明顯符合葛蘭碧買賣點規則']",3294,TPEx,39.4,58.372453336605645,55.81110430055458,7.0365327363781285,0.17470079032148325,middle,neutral,False,11.65714285714286,30.169491525423727,英濟,電子零組件業
42.0,20.0,0.0,10.1,12.0,"['籌碼歷史快照不足（少於2週），大戶趨勢暫給中性分數，建議持續每週執行以累積歷史資料', '股東人數歷史快照不足，暫給中性分數', '近22個交易日三大法人合計賣超 869 張（約當期成交量 -0.8%）', '近25個交易日融資餘額變化 +1.56%（下降代表籌碼較乾淨）', '近期未出現「量增創高後拉回」型態，此項不適用', '股價於布林上通道與月線之間震盪，符合多頭排列格局 -> 良好趨勢型態(範例3)（帶寬13.8%, 型態=normal, 位置=middle, 開喇叭=否）', '月線上揚，股價拉回獲得月線支撐 -> 葛蘭碧買點②']",6190,TPEx,87.1,62.51935245817697,64.08379566715644,6.495906483013508,0.13773389663514632,middle,buy_support,False,10.217391304347831,14.80927947065684,萬泰科,通信網路業
42.0,10.0,10.0,10.1,12.0,"['千張大戶持股比例近2週變化 -1.01 個百分點', '股東人數近2週變化 +24.58%（下降代表散戶籌碼流出、籌碼集中）', '近22個交易日三大法人合計賣超 5,629 張（約當期成交量 -1.0%）', '近25個交易日融資餘額變化 +0.59%（下降代表籌碼較乾淨）', '近120個交易日內量增創高98.10元（22日前），目前拉回9.0%，尚未拉回到季線附近，歷史慣性拉回幅度中位數約17.5%', '股價於布林上通道與月線之間震盪，符合多頭排列格局 -> 良好趨勢型態(範例3)（帶寬17.9%, 型態=normal, 位置=middle, 開喇叭=否）', '月線上揚，股價拉回獲得月線支撐 -> 葛蘭碧買點②']",6548,TPEx,94.2,75.69746386685878,74.40484607757844,30.331667092348667,0.17874231821403966,middle,buy_support,True,8.97043832823649,17.52336448598131,長科*,半導體業
41.0,32.0,0.0,6.0,3.0,"['籌碼歷史快照不足（少於2週），大戶趨勢暫給中性分數，建議持續每週執行以累積歷史資料', '股東人數歷史快照不足，暫給中性分數', '近22個交易日三大法人合計買超 4,741 張（約當期成交量 2.6%）', '近25個交易日融資餘額變化 -10.02%（下降代表籌碼較乾淨）', '近期未出現「量增創高後拉回」型態，此項不適用', '布林型態中性，無明顯訊號（帶寬26.2%, 型態=wide, 位置=upper, 開喇叭=是）', '月線上揚但乖離率達11.8%，過度乖離 -> 葛蘭碧賣點③']",6509,TPEx,57.5,84.20939192660904,80.06074527804618,17.287980099151387,0.2618834492259383,upper,sell_overbought,False,3.6521739130434807,21.559139784946233,聚和,化學工業
41.0,27.5,0.0,6.0,7.5,"['籌碼歷史快照不足（少於2週），大戶趨勢暫給中性分數，建議持續每週執行以累積歷史資料', '股東人數歷史快照不足，暫給中性分數', '近22個交易日三大法人合計買超 4,086 張（約當期成交量 3.7%）', '近25個交易日融資餘額變化 +4.68%（下降代表籌碼較乾淨）', '近期未出現「量增創高後拉回」型態，此項不適用', '布林型態中性，無明顯訊號（帶寬21.6%, 型態=wide, 位置=middle, 開喇叭=否）', '未明顯符合葛蘭碧買賣點規則']",6179,TPEx,28.15,77.44817737517698,73.78996996984417,8.804629411566811,0.21618541926977033,middle,neutral,False,15.25157232704403,21.35785007072136,亞通,其他
41.0,32.0,0.0,6.0,3.0,"['籌碼歷史快照不足（少於2週），大戶趨勢暫給中性分數，建議持續每週執行以累積歷史資料', '股東人數歷史快照不足，暫給中性分數', '近22個交易日三大法人合計買超 1,358 張（約當期成交量 1.0%）', '近25個交易日融資餘額變化 -28.05%（下降代表籌碼較乾淨）', '近期未出現「量增創高後拉回」型態，此項不適用', '布林型態中性，無明顯訊號（帶寬41.5%, 型態=wide, 位置=middle, 開喇叭=是）', '月線上揚但乖離率達8.1%，過度乖離 -> 葛蘭碧賣點③']",6129,TPEx,20.85,77.29695626645614,75.61657960687592,13.09464445995811,0.41521941556354913,middle,sell_overbought,False,9.352517985611524,41.495327102803735,普誠,半導體業
41.0,32.0,0.0,6.0,3.0,"['籌碼歷史快照不足（少於2週），大戶趨勢暫給中性分數，建議持續每週執行以累積歷史資料', '股東人數歷史快照不足，暫給中性分數', '近22個交易日三大法人合計買超 11,410 張（約當期成交量 2.4%）', '近25個交易日融資餘額變化 -10.78%（下降代表籌碼較乾淨）', '近期未出現「量增創高後拉回」型態，此項不適用', '布林型態中性，無明顯訊號（帶寬57.5%, 型態=wide, 位置=middle, 開喇叭=否）', '月線上揚但乖離率達12.5%，過度乖離 -> 葛蘭碧賣點③']",5425,TPEx,144.0,86.98274961545489,83.64063045853939,43.86909011037284,0.5749648415921237,middle,sell_overbought,False,9.027777777777777,30.136986301369863,台半,半導體業
39.5,17.5,0.0,10.1,12.0,"['籌碼歷史快照不足（少於2週），大戶趨勢暫給中性分數，建議持續每週執行以累積歷史資料', '股東人數歷史快照不足，暫給中性分數', '近22個交易日三大法人合計賣超 1,256 張（約當期成交量 -1.9%）', '近25個交易日融資餘額變化 +23.98%（下降代表籌碼較乾淨）', '近期未出現「量增創高後拉回」型態，此項不適用', '股價於布林上通道與月線之間震盪，符合多頭排列格局 -> 良好趨勢型態(範例3)（帶寬27.1%, 型態=wide, 位置=middle, 開喇叭=否）', '月線上揚，股價拉回獲得月線支撐 -> 葛蘭碧買點②']",3290,TPEx,70.4,80.07913973420973,81.53545498397469,22.867524789062017,0.2705207159464172,middle,buy_support,False,6.7321178120617065,15.39961013645224,東浦,電子零組件業
39.0,30.0,0.0,6.0,3.0,"['籌碼歷史快照不足（少於2週），大戶趨勢暫給中性分數，建議持續每週執行以累積歷史資料', '股東人數歷史快照不足，暫給中性分數', '近22個交易日三大法人合計買超 2,337 張（約當期成交量 3.0%）', '融資餘額資料不足，暫給中性分數', '近期未出現「量增創高後拉回」型態，此項不適用', '布林型態中性，無明顯訊號（帶寬38.9%, 型態=wide, 位置=upper, 開喇叭=否）', '月線上揚但乖離率達11.9%，過度乖離 -> 葛蘭碧賣點③']",5302,TPEx,15.45,76.62846886007283,72.35567096005826,23.4335385729808,0.38864913112171756,upper,sell_overbought,False,8.090614886731393,31.206896551724135,太欣,半導體業
38.5,25.0,0.0,6.0,7.5,"['籌碼歷史快照不足（少於2週），大戶趨勢暫給中性分數，建議持續每週執行以累積歷史資料', '股東人數歷史快照不足，暫給中性分數', '近22個交易日三大法人合計買超 21,070 張（約當期成交量 4.4%）', '近25個交易日融資餘額變化 +31.77%（下降代表籌碼較乾淨）', '近期未出現「量增創高後拉回」型態，此項不適用', '布林型態中性，無明顯訊號（帶寬49.9%, 型態=wide, 位置=middle, 開喇叭=是）', '未明顯符合葛蘭碧買賣點規則']",3374,TPEx,322.0,84.45950426237691,87.17159410594017,22.02688728024819,0.4986107261502248,middle,neutral,False,8.385093167701864,38.62007168458781,精材,半導體業
38.5,15.0,10.0,6.0,7.5,"['籌碼歷史快照不足（少於2週），大戶趨勢暫給中性分數，建議持續每週執行以累積歷史資料', '股東人數歷史快照不足，暫給中性分數', '近22個交易日三大法人合計賣超 2,898 張（約當期成交量 -4.4%）', '近25個交易日融資餘額變化 +41.39%（下降代表籌碼較乾淨）', '近120個交易日內量增創高42.75元（7日前），目前拉回17.4%，尚未拉回到季線附近，歷史慣性拉回幅度中位數約33.9%', '布林型態中性，無明顯訊號（帶寬26.2%, 型態=wide, 位置=middle, 開喇叭=否）', '未明顯符合葛蘭碧買賣點規則']",6270,TPEx,38.05,58.51041538913347,64.21979463353401,14.58248803051205,0.2615825226217815,middle,neutral,True,17.42690058479533,33.911882510013356,倍微,電子通路業
38.5,25.0,0.0,6.0,7.5,"['籌碼歷史快照不足（少於2週），大戶趨勢暫給中性分數，建議持續每週執行以累積歷史資料', '股東人數歷史快照不足，暫給中性分數', '近22個交易日三大法人合計賣超 5,976 張（約當期成交量 -5.8%）', '近25個交易日融資餘額變化 -11.76%（下降代表籌碼較乾淨）', '近期未出現「量增創高後拉回」型態，此項不適用', '布林型態中性，無明顯訊號（帶寬20.1%, 型態=wide, 位置=lower, 開喇叭=否）', '未明顯符合葛蘭碧買賣點規則']",8299,TPEx,2290.0,52.5379037493651,56.914217911914605,-5.735003295978905,0.20085571375531636,lower,neutral,False,25.520833333333332,20.378649089967737,群聯,半導體業
38.5,15.0,10.0,6.0,7.5,"['籌碼歷史快照不足（少於2週），大戶趨勢暫給中性分數，建議持續每週執行以累積歷史資料', '股東人數歷史快照不足，暫給中性分數', '近22個交易日三大法人合計賣超 16,812 張（約當期成交量 -13.4%）', '近25個交易日融資餘額變化 +24.13%（下降代表籌碼較乾淨）', '近120個交易日內量增創高53.60元（21日前），目前拉回21.6%，尚未拉回到季線附近，歷史慣性拉回幅度中位數約32.6%', '布林型態中性，無明顯訊號（帶寬21.3%, 型態=wide, 位置=lower, 開喇叭=否）', '未明顯符合葛蘭碧買賣點規則']",5864,TPEx,45.5,69.40310007828964,73.40767625070869,11.51429330029206,0.21306712439574077,lower,neutral,True,21.64179104477612,32.61802575107296,致和證,金融業
38.0,24.5,0.0,6.0,7.5,"['籌碼歷史快照不足（少於2週），大戶趨勢暫給中性分數，建議持續每週執行以累積歷史資料', '股東人數歷史快照不足，暫給中性分數', '近22個交易日三大法人合計賣超 269 張（約當期成交量 -0.3%）', '近25個交易日融資餘額變化 -5.14%（下降代表籌碼較乾淨）', '近期未出現「量增創高後拉回」型態，此項不適用', '布林型態中性，無明顯訊號（帶寬13.5%, 型態=normal, 位置=middle, 開喇叭=否）', '未明顯符合葛蘭碧買賣點規則']",3313,TPEx,12.2,44.451290974542346,36.57846397086383,1.1045029736618588,0.13547877530607166,middle,neutral,False,20.666666666666664,44.48598130841121,斐成,電子零組件業
38.0,24.5,0.0,6.0,7.5,"['籌碼歷史快照不足（少於2週），大戶趨勢暫給中性分數，建議持續每週執行以累積歷史資料', '股東人數歷史快照不足，暫給中性分數', '近22個交易日三大法人合計買超 489 張（約當期成交量 0.5%）', '近25個交易日融資餘額變化 +1.98%（下降代表籌碼較乾淨）', '近期未出現「量增創高後拉回」型態，此項不適用', '布林型態中性，無明顯訊號（帶寬11.0%, 型態=normal, 位置=upper, 開喇叭=是）', '未明顯符合葛蘭碧買賣點規則']",5490,TPEx,30.4,66.90691940765879,59.66577574460162,9.177634484586154,0.11018591097394305,upper,neutral,False,0.0,26.594301221166894,同亨,電腦及週邊設備業
38.0,29.0,0.0,6.0,3.0,"['籌碼歷史快照不足（少於2週），大戶趨勢暫給中性分數，建議持續每週執行以累積歷史資料', '股東人數歷史快照不足，暫給中性分數', '近22個交易日三大法人合計買超 2,442 張（約當期成交量 1.8%）', '近25個交易日融資餘額變化 -0.88%（下降代表籌碼較乾淨）', '近期未出現「量增創高後拉回」型態，此項不適用', '布林型態中性，無明顯訊號（帶寬20.7%, 型態=wide, 位置=upper, 開喇叭=否）', '月線上揚但乖離率達9.6%，過度乖離 -> 葛蘭碧賣點③']",5392,TPEx,48.55,86.62664606825285,79.89849094431924,15.630186468807969,0.2071284916902075,upper,sell_overbought,False,3.988326848249022,23.28767123287672,能率,光電業
38.0,29.0,0.0,6.0,3.0,"['籌碼歷史快照不足（少於2週），大戶趨勢暫給中性分數，建議持續每週執行以累積歷史資料', '股東人數歷史快照不足，暫給中性分數', '近22個交易日三大法人合計買超 10,348 張（約當期成交量 2.1%）', '近25個交易日融資餘額變化 -8.30%（下降代表籌碼較乾淨）', '近期未出現「量增創高後拉回」型態，此項不適用', '布林型態中性，無明顯訊號（帶寬61.1%, 型態=wide, 位置=middle, 開喇叭=否）', '月線上揚但乖離率達17.4%，過度乖離 -> 葛蘭碧賣點③']",6488,TPEx,1335.0,88.64211804172366,87.91461875476887,47.57059609948259,0.6107318420103901,middle,sell_overbought,False,9.737827715355806,30.86003372681282,環球晶,半導體業
38.0,29.0,0.0,6.0,3.0,"['籌碼歷史快照不足（少於2週），大戶趨勢暫給中性分數，建議持續每週執行以累積歷史資料', '股東人數歷史快照不足，暫給中性分數', '近22個交易日三大法人合計買超 988 張（約當期成交量 0.8%）', '近25個交易日融資餘額變化 -2.01%（下降代表籌碼較乾淨）', '近期未出現「量增創高後拉回」型態，此項不適用', '布林型態中性，無明顯訊號（帶寬21.6%, 型態=wide, 位置=upper, 開喇叭=否）', '月線上揚但乖離率達14.1%，過度乖離 -> 葛蘭碧賣點③']",3511,TPEx,28.05,73.26844276908355,65.51159430442301,24.695459579180508,0.21635386792818231,upper,sell_overbought,False,0.0,54.77903391572456,矽瑪,電子零組件業
38.0,24.5,0.0,6.0,7.5,"['籌碼歷史快照不足（少於2週），大戶趨勢暫給中性分數，建議持續每週執行以累積歷史資料', '股東人數歷史快照不足，暫給中性分數', '近22個交易日三大法人合計買超 2,405 張（約當期成交量 2.8%）', '近25個交易日融資餘額變化 +3.19%（下降代表籌碼較乾淨）', '近期未出現「量增創高後拉回」型態，此項不適用', '布林型態中性，無明顯訊號（帶寬35.8%, 型態=wide, 位置=middle, 開喇叭=否）', '未明顯符合葛蘭碧買賣點規則']",8096,TPEx,167.5,87.70343332409759,88.70357023767426,29.76832085112339,0.35792266101742765,middle,neutral,False,7.761194029850746,31.403508771929822,擎亞,電子通路業
37.0,17.5,12.0,6.0,1.5,"['籌碼歷史快照不足（少於2週），大戶趨勢暫給中性分數，建議持續每週執行以累積歷史資料', '股東人數歷史快照不足，暫給中性分數', '近22個交易日三大法人合計賣超 4,004 張（約當期成交量 -2.3%）', '近25個交易日融資餘額變化 +14.81%（下降代表籌碼較乾淨）', '近120個交易日內量增創高279.50元（19日前），目前拉回11.4%，尚未拉回到季線附近，歷史慣性拉回幅度中位數約11.6%', '布林型態中性，無明顯訊號（帶寬21.5%, 型態=wide, 位置=middle, 開喇叭=否）', '月線準備往下，股價跌破月線 -> 葛蘭碧賣點④']",4931,TPEx,261.0,73.7510676898973,72.44052145628645,19.48344530715693,0.2150047043185945,middle,sell_breakdown,True,11.449016100178891,11.633077183316418,新盛力,電腦及週邊設備業
37.0,23.5,0.0,6.0,7.5,"['千張大戶持股比例近2週變化 +0.16 個百分點', '股東人數近2週變化 +3.41%（下降代表散戶籌碼流出、籌碼集中）', '近22個交易日三大法人合計賣超 8,352 張（約當期成交量 -2.3%）', '近25個交易日融資餘額變化 -6.14%（下降代表籌碼較乾淨）', '近期未出現「量增創高後拉回」型態，此項不適用', '布林型態中性，無明顯訊號（帶寬43.0%, 型態=wide, 位置=middle, 開喇叭=否）', '未明顯符合葛蘭碧買賣點規則']",6173,TPEx,315.5,85.59698465329771,90.54449142020344,46.47858266498181,0.430111927851794,middle,neutral,False,18.972895863052784,22.31833910034602,信昌電,電子零組件業
36.0,27.0,0.0,6.0,3.0,"['千張大戶持股比例近2週變化 +2.89 個百分點', '股東人數近2週變化 +7.33%（下降代表散戶籌碼流出、籌碼集中）', '近22個交易日三大法人合計買超 1,863 張（約當期成交量 0.0%）', '近25個交易日融資餘額變化 +10.98%（下降代表籌碼較乾淨）', '近期未出現「量增創高後拉回」型態，此項不適用', '布林型態中性，無明顯訊號（帶寬81.4%, 型態=wide, 位置=middle, 開喇叭=是）', '月線上揚但乖離率達23.9%，過度乖離 -> 葛蘭碧賣點③']",6182,TPEx,156.0,88.67002924741539,91.68895882214,84.88320379508248,0.814107691273978,middle,sell_overbought,False,10.736196319018406,28.853046594982082,合晶,半導體業
36.0,27.0,0.0,6.0,3.0,"['籌碼歷史快照不足（少於2週），大戶趨勢暫給中性分數，建議持續每週執行以累積歷史資料', '股東人數歷史快照不足，暫給中性分數', '近22個交易日三大法人合計買超 2,040 張（約當期成交量 1.6%）', '融資餘額資料不足，暫給中性分數', '資料不足，無法判斷左側交易拉回型態，此項不適用', '布林型態中性，無明顯訊號（帶寬39.9%, 型態=wide, 位置=upper, 開喇叭=否）', '月線上揚但乖離率達16.1%，過度乖離 -> 葛蘭碧賣點③']",6907,TPEx,187.5,79.54324452612627,73.3583760097562,28.470060998381687,0.39925761534081977,upper,sell_overbought,False,,,雅特力-KY,半導體業
36.0,22.5,0.0,6.0,7.5,"['千張大戶持股比例近2週變化 +2.64 個百分點', '股東人數近2週變化 +1.98%（下降代表散戶籌碼流出、籌碼集中）', '近22個交易日三大法人合計賣超 7,331 張（約當期成交量 -3.5%）', '近25個交易日融資餘額變化 +37.90%（下降代表籌碼較乾淨）', '近期未出現「量增創高後拉回」型態，此項不適用', '布林型態中性，無明顯訊號（帶寬32.4%, 型態=wide, 位置=middle, 開喇叭=否）', '未明顯符合葛蘭碧買賣點規則']",3236,TPEx,66.8,82.6773167445993,85.3368552237989,32.11233626123446,0.32372538228281794,middle,neutral,False,11.232876712328771,17.9952726473175,千如,電子零組件業
35.5,22.0,0.0,6.0,7.5,"['籌碼歷史快照不足（少於2週），大戶趨勢暫給中性分數，建議持續每週執行以累積歷史資料', '股東人數歷史快照不足，暫給中性分數', '近22個交易日三大法人合計賣超 5,806 張（約當期成交量 -6.9%）', '近25個交易日融資餘額變化 -4.14%（下降代表籌碼較乾淨）', '近期未出現「量增創高後拉回」型態，此項不適用', '布林型態中性，無明顯訊號（帶寬22.8%, 型態=wide, 位置=lower, 開喇叭=否）', '未明顯符合葛蘭碧買賣點規則']",8086,TPEx,144.5,23.541740550103512,31.925342225076022,-10.364145658263302,0.22797877203212097,lower,neutral,False,24.022346368715084,26.31578947368421,宏捷科,半導體業
35.5,22.0,0.0,6.0,7.5,"['籌碼歷史快照不足（少於2週），大戶趨勢暫給中性分數，建議持續每週執行以累積歷史資料', '股東人數歷史快照不足，暫給中性分數', '近22個交易日三大法人合計買超 1,100 張（約當期成交量 1.1%）', '近25個交易日融資餘額變化 +18.35%（下降代表籌碼較乾淨）', '近期未出現「量增創高後拉回」型態，此項不適用', '布林型態中性，無明顯訊號（帶寬25.6%, 型態=wide, 位置=middle, 開喇叭=否）', '未明顯符合葛蘭碧買賣點規則']",5488,TPEx,14.1,79.16395400664783,78.76103864731746,18.39057450885071,0.2557985436965427,middle,neutral,False,10.679611650485429,37.423312883435585,松普,電子零組件業
35.0,27.5,0.0,6.0,1.5,"['籌碼歷史快照不足（少於2週），大戶趨勢暫給中性分數，建議持續每週執行以累積歷史資料', '股東人數歷史快照不足，暫給中性分數', '近22個交易日三大法人合計賣超 1,362 張（約當期成交量 -2.0%）', '近25個交易日融資餘額變化 -33.33%（下降代表籌碼較乾淨）', '近期未出現「量增創高後拉回」型態，此項不適用', '布林型態中性，無明顯訊號（帶寬21.4%, 型態=wide, 位置=middle, 開喇叭=否）', '月線準備往下，股價跌破月線 -> 葛蘭碧賣點④']",3372,TPEx,21.3,45.66517914631977,48.546274614009235,-2.2624434389140213,0.21440941871861602,middle,sell_breakdown,False,22.807017543859644,27.70833333333333,典範,半導體業
34.0,15.0,14.0,2.0,3.0,"['籌碼歷史快照不足（少於2週），大戶趨勢暫給中性分數，建議持續每週執行以累積歷史資料', '股東人數歷史快照不足，暫給中性分數', '近22個交易日三大法人合計賣超 5,754 張（約當期成交量 -3.8%）', '近25個交易日融資餘額變化 +10.37%（下降代表籌碼較乾淨）', '近120個交易日內量增創高209.00元（95日前），目前拉回45.0%，尚未拉回到季線附近，歷史慣性拉回幅度中位數約44.2%', '布林剛開喇叭，但三大法人為賣超方向，屬於應避開的型態（準則h）（帶寬21.3%, 型態=wide, 位置=upper, 開喇叭=是）', '月線上揚但乖離率達9.3%，過度乖離 -> 葛蘭碧賣點③']",8932,TPEx,116.0,75.24981061470947,72.02092738022185,16.29278816173124,0.21284120672499227,upper,sell_overbought,True,44.97607655502392,44.15730337078652,智通*,其他
33.5,24.5,0.0,6.0,3.0,"['籌碼歷史快照不足（少於2週），大戶趨勢暫給中性分數，建議持續每週執行以累積歷史資料', '股東人數歷史快照不足，暫給中性分數', '近22個交易日三大法人合計買超 7,236 張（約當期成交量 2.0%）', '近25個交易日融資餘額變化 +4.17%（下降代表籌碼較乾淨）', '近期未出現「量增創高後拉回」型態，此項不適用', '布林型態中性，無明顯訊號（帶寬27.6%, 型態=wide, 位置=upper, 開喇叭=是）', '月線上揚但乖離率達12.0%，過度乖離 -> 葛蘭碧賣點③']",4743,TPEx,59.7,60.17537537050864,48.701116366019136,10.127381318485677,0.2763043155670499,upper,sell_overbought,False,24.19786096256684,64.4743935309973,合一,生技醫療業
33.5,20.0,0.0,6.0,7.5,"['籌碼歷史快照不足（少於2週），大戶趨勢暫給中性分數，建議持續每週執行以累積歷史資料', '股東人數歷史快照不足，暫給中性分數', '近22個交易日三大法人合計賣超 4,253 張（約當期成交量 -2.0%）', '近25個交易日融資餘額變化 +2.29%（下降代表籌碼較乾淨）', '近期未出現「量增創高後拉回」型態，此項不適用', '布林型態中性，無明顯訊號（帶寬21.0%, 型態=wide, 位置=middle, 開喇叭=否）', '未明顯符合葛蘭碧買賣點規則']",6175,TPEx,116.5,83.65139611006065,85.18891187299545,23.556581986143197,0.21008901018381745,middle,neutral,False,8.15450643776824,15.20532741398445,立敦,電子零組件業
33.5,24.5,0.0,6.0,3.0,"['籌碼歷史快照不足（少於2週），大戶趨勢暫給中性分數，建議持續每週執行以累積歷史資料', '股東人數歷史快照不足，暫給中性分數', '近22個交易日三大法人合計買超 1,100 張（約當期成交量 0.3%）', '近25個交易日融資餘額變化 +2.82%（下降代表籌碼較乾淨）', '近期未出現「量增創高後拉回」型態，此項不適用', '布林型態中性，無明顯訊號（帶寬24.9%, 型態=wide, 位置=upper, 開喇叭=是）', '月線上揚但乖離率達13.4%，過度乖離 -> 葛蘭碧賣點③']",4128,TPEx,17.9,64.43877358780637,52.29375860217647,13.895461389546135,0.2485690125163022,upper,sell_overbought,False,17.330210772833734,49.08503767491928,中天,生技醫療業
33.5,20.0,0.0,6.0,7.5,"['籌碼歷史快照不足（少於2週），大戶趨勢暫給中性分數，建議持續每週執行以累積歷史資料', '股東人數歷史快照不足，暫給中性分數', '近22個交易日三大法人合計賣超 1,188 張（約當期成交量 -0.7%）', '近25個交易日融資餘額變化 +9.85%（下降代表籌碼較乾淨）', '近期未出現「量增創高後拉回」型態，此項不適用', '布林型態中性，無明顯訊號（帶寬7.4%, 型態=normal, 位置=upper, 開喇叭=否）', '未明顯符合葛蘭碧買賣點規則']",6547,TPEx,48.0,17.703890220722112,13.457742084806913,-0.535040785895981,0.07417197441071957,upper,neutral,False,22.540983606557376,24.836065573770487,高端疫苗,生技醫療業
33.5,24.5,0.0,6.0,3.0,"['籌碼歷史快照不足（少於2週），大戶趨勢暫給中性分數，建議持續每週執行以累積歷史資料', '股東人數歷史快照不足，暫給中性分數', '近22個交易日三大法人合計買超 6,737 張（約當期成交量 2.3%）', '近25個交易日融資餘額變化 +2.41%（下降代表籌碼較乾淨）', '近期未出現「量增創高後拉回」型態，此項不適用', '布林型態中性，無明顯訊號（帶寬43.5%, 型態=wide, 位置=upper, 開喇叭=是）', '月線上揚但乖離率達18.4%，過度乖離 -> 葛蘭碧賣點③']",4541,TPEx,66.7,86.11326868720883,85.22079292902646,26.952245731897367,0.4354762486785848,upper,sell_overbought,False,8.395802098950526,18.27272727272727,晟田,其他
33.5,24.5,0.0,6.0,3.0,"['籌碼歷史快照不足（少於2週），大戶趨勢暫給中性分數，建議持續每週執行以累積歷史資料', '股東人數歷史快照不足，暫給中性分數', '近22個交易日三大法人合計買超 1,306 張（約當期成交量 0.5%）', '近25個交易日融資餘額變化 +7.91%（下降代表籌碼較乾淨）', '近期未出現「量增創高後拉回」型態，此項不適用', '布林型態中性，無明顯訊號（帶寬32.7%, 型態=wide, 位置=middle, 開喇叭=否）', '月線上揚但乖離率達9.4%，過度乖離 -> 葛蘭碧賣點③']",6174,TPEx,63.0,86.52562557003463,86.21118636211733,35.04110707274881,0.3268542036545995,middle,sell_overbought,False,8.095238095238097,25.75,安碁,電子零組件業
